palabra,sentimiento
terapéutico,confianza
terciopelo,positivo
terco,enfado
tergiversación,negativo
tergiversación,tristeza
tergiversada,enfado
tergiversada,negativo
tergiversado,enfado
tergiversado,negativo
terminación,anticipación
terminación,alegría
terminación,positivo
terminación,negativo
terminación,tristeza
terminal,miedo
terminal,negativo
terminal,tristeza
terminar,tristeza
termita,asco
termita,negativo
termómetro,confianza
ternera,tristeza
ternera,confianza
terremoto,enfado
terremoto,miedo
terremoto,negativo
terremoto,tristeza
terremoto,sorpresa
terremoto,miedo
terrible,asco
terrible,miedo
terrible,negativo
terrible,tristeza
terrible,sorpresa
terrible,enfado
terrible,anticipación
terrible,asco
terrible,miedo
terrible,negativo
terrible,tristeza
terrible,negativo
terrible,tristeza
terrible,enfado
terrible,asco
terrible,miedo
terrible,negativo
terrible,tristeza
terriblemente,negativo
terriblemente,tristeza
terrón,negativo
terror,miedo
terror,negativo
terrorismo,enfado
terrorismo,asco
terrorismo,miedo
terrorismo,negativo
terrorismo,tristeza
terrorista,enfado
terrorista,asco
terrorista,miedo
terrorista,negativo
terrorista,tristeza
terrorista,sorpresa
tesorero,confianza
tesoro,anticipación
tesoro,alegría
tesoro,positivo
tesoro,confianza
testamento,anticipación
testamento,confianza
testigo,confianza
testigo ocular,confianza
testimonio,confianza
teta,negativo
tétanos,asco
tétanos,negativo
tía,positivo
tía,confianza
tiburón,negativo
tierra,positivo
tierras bajas,negativo
tifón,miedo
tifón,negativo
tímida,miedo
tímida,miedo
tímida,negativo
tímida,tristeza
timidez,anticipación
timidez,miedo
timidez,negativo
tímido,miedo
tímido,miedo
tímido,negativo
tímido,tristeza
tipo,alegría
tipo,positivo
tipo,confianza
tira,negativo
tira,tristeza
tirador,miedo
tiranía,miedo
tiranía,negativo
tiranía,tristeza
tiránico,enfado
tiránico,asco
tiránico,miedo
tiránico,negativo
tirano,enfado
tirano,asco
tirano,miedo
tirano,negativo
tirano,tristeza
título,positivo
título,confianza
tizón,asco
tizón,miedo
tizón,negativo
tocada,negativo
tocado,negativo
todopoderoso,positivo
tolerancia,positivo
tolerante,positivo
tolerar,enfado
tolerar,negativo
tolerar,tristeza
tomar represalias,enfado
tomar represalias,negativo
tontería,negativo
tonto,negativo
tonto,negativo
tonto,asco
tonto,negativo
tonto,negativo
tonto,alegría
tonto,negativo
topografía,positivo
toque de difuntos,miedo
toque de difuntos,negativo
toque de difuntos,tristeza
torbellino,miedo
torbellino,miedo
torbellino,negativo
torcida,negativo
torcida,negativo
torcido,negativo
torcido,negativo
tormenta,enfado
tormenta,negativo
tormento,enfado
tormento,miedo
tormento,negativo
tormento,tristeza
tormentoso,miedo
tormentoso,negativo
tornada,miedo
tornado,miedo
torpe,asco
torpe,negativo
torpeda,enfado
torpeda,negativo
torpedo,enfado
torpedo,negativo
torpeza,asco
torpeza,negativo
torpeza,asco
torpeza,negativo
torpeza,tristeza
torre,enfado
torre,asco
torre,negativo
torre,positivo
torrente,miedo
tórrida,negativo
tórrido,negativo
tortazo,enfado
tortazo,negativo
tortuoso,negativo
tortuoso,enfado
tortuoso,asco
tortuoso,negativo
tortura,enfado
tortura,anticipación
tortura,asco
tortura,miedo
tortura,negativo
tortura,tristeza
torunda,negativo
tos,asco
tos,negativo
tos ferina,negativo
tóxico,asco
tóxico,negativo
toxina,miedo
toxina,negativo
trabajada,negativo
trabajada,tristeza
trabajado,negativo
trabajado,tristeza
trabajando,positivo
trabajo,positivo
trabajo penoso,negativo
trabajo preparatorio,positivo
trabas,negativo
tracto,miedo
tradicional,positivo
traducción,confianza
tragedia,miedo
tragedia,negativo
tragedia,tristeza
trágico,negativo
trago,miedo
trago,sorpresa
trago,asco
trago,negativo
traición,enfado
traición,asco
traición,negativo
traición,tristeza
traición,enfado
traición,miedo
traición,negativo
traición,tristeza
traición,sorpresa
traición,enfado
traición,asco
traición,miedo
traición,negativo
traición,sorpresa
traicionar,enfado
traicionar,asco
traicionar,negativo
traicionar,tristeza
traicionar,sorpresa
traicionero,enfado
traicionero,asco
traicionero,miedo
traicionero,negativo
traidor,enfado
traidor,asco
traidor,miedo
traidor,negativo
traidor,tristeza
trampa,enfado
trampa,asco
trampa,miedo
trampa,negativo
trampa,tristeza
trampa,sorpresa
trampa,miedo
trampa,negativo
trampas,negativo
trance,negativo
tranquilidad,alegría
tranquilidad,positivo
tranquilidad,confianza
tranquilizar,positivo
tranquilizar,confianza
callada,positivo
callada,tristeza
callado,positivo
callado,tristeza
tranquila,alegría
tranquila,positivo
tranquilo,alegría
tranquilo,positivo
transacción,confianza
transacciones,confianza
transcripción,confianza
transgresión,negativo
transicional,anticipación
transmisión,confianza
transpiración,asco
trascendencia,anticipación
trascendencia,alegría
trascendencia,positivo
trascendencia,sorpresa
trascendencia,confianza
trascendental,positivo
traste,miedo
traste,negativo
trastornada,enfado
trastornada,asco
trastornada,miedo
trastornada,negativo
trastornada,enfado
trastornada,negativo
trastornada,tristeza
trastornado,enfado
trastornado,asco
trastornado,miedo
trastornado,negativo
trastornado,enfado
trastornado,negativo
trastornado,tristeza
trastorno,miedo
trastorno,negativo
tratar,enfado
tratar,anticipación
tratar,asco
tratar,miedo
tratar,alegría
tratar,negativo
tratar,positivo
tratar,tristeza
tratar,sorpresa
tratar,confianza
traumático,enfado
traumático,miedo
traumático,negativo
traumático,tristeza
travesura,negativo
travieso,negativo
tregua,alegría
tregua,positivo
tregua,confianza
tremendamente,positivo
tremendo,enfado
tremendo,miedo
tremendo,negativo
trepador,negativo
tribu,confianza
tribulación,miedo
tribulación,negativo
tribulación,tristeza
tribuna,confianza
tribunal,anticipación
tribunal,asco
tribunal,miedo
tribunal,negativo
tribunal,confianza
tributo,positivo
trigonometría,positivo
trillar,enfado
trillar,miedo
trillar,negativo
trillar,tristeza
tripas,positivo
triste,asco
triste,miedo
triste,negativo
triste,tristeza
triste,negativo
triste,tristeza
triste,enfado
triste,miedo
triste,negativo
triste,tristeza
triste,negativo
triste,tristeza
tristemente,negativo
tristemente,tristeza
tristemente,negativo
tristemente,tristeza
tristeza,negativo
tristeza,tristeza
tristeza,confianza
triunfante,anticipación
triunfante,alegría
triunfante,positivo
triunfante,confianza
triunfo,anticipación
triunfo,alegría
triunfo,positivo
triunfo,sorpresa
trofeo,anticipación
trofeo,alegría
trofeo,positivo
trofeo,sorpresa
trofeo,confianza
troll,enfado
troll,miedo
troll,negativo
trompeta,negativo
trompeteo,anticipación
trompeteo,alegría
trompeteo,positivo
trompeteo,sorpresa
trono,positivo
trono,confianza
tropezar,enfado
tropezar,negativo
tropezar,tristeza
tropezón,negativo
trozo,asco
truco,negativo
truco,sorpresa
tumba,miedo
tumba,negativo
tumba,tristeza
tumba,tristeza
tumor,miedo
tumor,negativo
tumor,miedo
tumor,negativo
tumor,tristeza
tumulto,enfado
tumulto,miedo
tumulto,negativo
tumulto,sorpresa
tumultuoso,enfado
tumultuoso,miedo
tumultuoso,negativo
turbio,asco
turbio,negativo
turbio,tristeza
turbulencia,enfado
turbulencia,miedo
turbulencia,negativo
turbulento,miedo
turbulento,negativo
tutela,positivo
tutela,confianza
tutela,positivo
tutela,confianza
tutor,positivo
ujier,positivo
ujier,confianza
úlcera,enfado
úlcera,asco
úlcera,miedo
úlcera,negativo
úlcera,tristeza
ulterior,negativo
ultimátum,enfado
ultimátum,miedo
ultimátum,negativo
último,anticipación
último,tristeza
ulular,enfado
ulular,asco
ulular,negativo
unánime,positivo
unanimidad,positivo
ungüento,positivo
único,positivo
único,sorpresa
unida,positivo
unida,positivo
unida,confianza
unida,negativo
unidad,positivo
unidad,confianza
unido,positivo
unido,positivo
unido,confianza
unido,negativo
unificación,anticipación
unificación,alegría
unificación,positivo
unificación,confianza
uniformemente,positivo
unir,anticipación
unir,positivo
unirse,positivo
unísono,positivo
unitario,positivo
universidad,anticipación
universidad,positivo
urgencia,anticipación
urgencia,miedo
urgencia,sorpresa
urgente,anticipación
urgente,miedo
urgente,negativo
urgente,sorpresa
urna,tristeza
usual,positivo
usual,confianza
usura,negativo
usurpada,enfado
usurpada,miedo
usurpada,negativo
usurpado,enfado
usurpado,miedo
usurpado,negativo
usurpar,enfado
usurpar,negativo
utilidad,positivo
utilidad,positivo
utilización de tazas,asco
utilización de tazas,miedo
utilización de tazas,negativo
utilización de tazas,tristeza
utópico,anticipación
utópico,alegría
utópico,positivo
utópico,confianza
vacaciones,anticipación
vacaciones,alegría
vacaciones,positivo
vacaciones,anticipación
vacaciones,alegría
vacaciones,positivo
vacante,negativo
vacilación,miedo
vacilación,negativo
vacilante,miedo
vacilante,negativo
vacilante,tristeza
vacilar,miedo
vacilar,negativo
vacío,tristeza
vacío,asco
vacío,negativo
vacuna,positivo
vagabunda,asco
vagabunda,miedo
vagabunda,negativo
vagabunda,tristeza
vagabundo,asco
vagabundo,miedo
vagabundo,negativo
vagabundo,tristeza
vago,negativo
vaguedad,negativo
vale,confianza
valentía,positivo
validez,miedo
valiente,miedo
valiente,positivo
valiente,positivo
valioso,positivo
valor,positivo
valor,positivo
valor,confianza
valor,positivo
valores,confianza
vampiro,enfado
vampiro,asco
vampiro,miedo
vampiro,negativo
vanamente,asco
vanamente,negativo
vanamente,tristeza
vanguardia,positivo
vanidad,negativo
vano,enfado
vano,asco
vano,negativo
varada,negativo
varado,negativo
variable,sorpresa
varicela,asco
varicela,miedo
varicela,negativo
varicela,tristeza
varicoso,negativo
varonil,positivo
vástago,positivo
vda,tristeza
vdo,tristeza
vecino,anticipación
vecino,positivo
vecino,confianza
vegetativo,asco
vegetativo,negativo
vegetativo,tristeza
vehemente,enfado
vehemente,miedo
vehemente,negativo
veintiuna,negativo
velloso,positivo
vencer a,positivo
venda,anticipación
venda,miedo
venda,sorpresa
vendetta,enfado
vendetta,miedo
vendetta,negativo
vendetta,tristeza
vendible,positivo
veneno,enfado
veneno,asco
veneno,miedo
veneno,negativo
veneno,tristeza
veneno,enfado
veneno,asco
veneno,miedo
veneno,negativo
venenoso,enfado
venenoso,asco
venenoso,miedo
venenoso,negativo
venenoso,tristeza
venenoso,enfado
venenoso,asco
venenoso,miedo
venenoso,negativo
venerable,anticipación
venerable,alegría
venerable,positivo
venerable,confianza
veneración,positivo
vengador,enfado
vengador,negativo
venganza,enfado
venganza,miedo
venganza,negativo
venganza,tristeza
venganza,enfado
venganza,anticipación
venganza,miedo
venganza,negativo
venganza,sorpresa
venganza,enfado
venganza,negativo
vengativo,enfado
vengativo,negativo
vengativo,enfado
vengativo,miedo
vengativo,negativo
vengativo,enfado
vengativo,asco
vengativo,negativo
ventaja,positivo
ventajoso,positivo
ventosa,enfado
ventosa,negativo
veracidad,positivo
veracidad,confianza
veracidad,anticipación
veracidad,alegría
veracidad,positivo
veracidad,sorpresa
veracidad,confianza
veraz,confianza
verbosidad,negativo
verdad,positivo
verdad,confianza
VERDADERO,positivo
verde,alegría
verde,positivo
verde,confianza
verde,positivo
verdugo,enfado
verdugo,miedo
verdugo,negativo
verdugo,tristeza
verdugo,miedo
verdugo,negativo
veredicto,miedo
vergonzoso,enfado
vergonzoso,asco
vergonzoso,negativo
vergonzoso,negativo
vergonzoso,tristeza
vergüenza,miedo
vergüenza,negativo
vergüenza,tristeza
vergüenza,sorpresa
vergüenza,asco
vergüenza,miedo
vergüenza,negativo
vergüenza,tristeza
verificación,positivo
verificación,confianza
verificada,positivo
verificada,confianza
verificado,positivo
verificado,confianza
vernal,alegría
vernal,positivo
verruga,asco
verruga,negativo
versado en,positivo
versus,enfado
versus,negativo
vertical,positivo
vertical,confianza
vertiginoso,negativo
vértigo,miedo
vértigo,negativo
vesicular,asco
vestir,positivo
vestir,negativo
vestir,confianza
veterano,positivo
veterano,confianza
veto,enfado
veto,negativo
viaje,anticipación
viaje,miedo
viaje,alegría
viaje,positivo
viaje,sorpresa
viaje,anticipación
víbora,miedo
víbora,negativo
vicario,positivo
vicario,confianza
vicio,negativo
vicioso,enfado
vicioso,asco
vicioso,negativo
víctima,enfado
víctima,miedo
víctima,negativo
víctima,tristeza
víctima,miedo
víctima,negativo
víctima,tristeza
víctima,enfado
víctima,miedo
víctima,negativo
víctima,tristeza
victimizada,enfado
victimizada,asco
victimizada,miedo
victimizada,negativo
victimizada,tristeza
victimizada,sorpresa
victimizado,enfado
victimizado,asco
victimizado,miedo
victimizado,negativo
victimizado,tristeza
victimizado,sorpresa
víctor,alegría
víctor,positivo
victoria,anticipación
victoria,alegría
victoria,positivo
victoria,confianza
victorioso,alegría
victorioso,positivo
victorioso,anticipación
victorioso,asco
victorioso,alegría
victorioso,positivo
victorioso,tristeza
victorioso,sorpresa
victorioso,confianza
viga,positivo
viga,confianza
vigilancia,anticipación
vigilancia,miedo
vigilancia,positivo
vigilancia,sorpresa
vigilancia,negativo
vigilancia,miedo
vigilancia,anticipación
vigilancia,positivo
vigilancia,confianza
vigilante,positivo
vigilante,confianza
vigilante,miedo
vigilante,positivo
vigilante,confianza
vigilante,positivo
vigilante,confianza
vigilia,anticipación
vigor,positivo
vigorizar,positivo
vigoroso,positivo
vigoroso,confianza
vil,asco
vil,miedo
vil,negativo
vil,tristeza
vil,sorpresa
villancico,alegría
villancico,positivo
villancico,confianza
villano,miedo
villano,negativo
villano,enfado
villano,asco
villano,miedo
villano,negativo
vindicación,anticipación
vindicación,alegría
vindicación,positivo
vindicación,confianza
vindicar,enfado
viniendo,anticipación
violación,enfado
violación,asco
violación,miedo
violación,negativo
violación,tristeza
violación,enfado
violación,miedo
violación,negativo
violación,tristeza
violación,sorpresa
violencia,enfado
violencia,miedo
violencia,negativo
violencia,tristeza
violentamente,enfado
violentamente,asco
violentamente,miedo
violentamente,negativo
violentamente,tristeza
violento,enfado
violento,asco
violento,miedo
violento,negativo
violento,sorpresa
viraje,miedo
viraje,sorpresa
virar,miedo
virar,sorpresa
virgen,positivo
virgen,confianza
virginidad,anticipación
virginidad,positivo
virtud,positivo
virtud,confianza
virtuoso,alegría
virtuoso,positivo
virtuoso,confianza
virulencia,enfado
virulencia,miedo
virulencia,negativo
virus,negativo
visera,anticipación
visera,sorpresa
visión,anticipación
visión,positivo
visionario,anticipación
visionario,alegría
visionario,positivo
visionario,confianza
visitación,negativo
visitante,anticipación
visitante,alegría
visitante,positivo
visitar,positivo
vital,positivo
vitalidad,alegría
vitalidad,positivo
vitalidad,confianza
viuda,tristeza
viudo,tristeza
viva,anticipación
viva,alegría
viva,positivo
viva,confianza
vivaz,alegría
vivaz,positivo
vívida,alegría
vívida,positivo
vívido,alegría
vívido,positivo
vocabulario,positivo
volador,miedo
volador,positivo
volante fruncida,negativo
volante fruncido,negativo
volatilidad,enfado
volatilidad,anticipación
volatilidad,miedo
volatilidad,negativo
volatilidad,sorpresa
volcán,miedo
volcán,negativo
volcán,sorpresa
voluble,negativo
volumen,enfado
volumen,negativo
voluntario,anticipación
voluntario,miedo
voluntario,alegría
voluntario,positivo
voluntario,confianza
voluntarios,confianza
voluntarioso,enfado
voluntarioso,negativo
voluntarioso,tristeza
voluptuoso,anticipación
voluptuoso,alegría
voluptuoso,positivo
vomitar,asco
vomitar,negativo
vómito,asco
vómito,asco
voraz,enfado
voraz,miedo
voraz,negativo
voraz,tristeza
votación,anticipación
votación,positivo
votación,confianza
votar,enfado
votar,anticipación
votar,alegría
votar,negativo
votar,positivo
votar,tristeza
votar,sorpresa
votar,confianza
votivo,confianza
voto,anticipación
voto,alegría
voto,positivo
voto,confianza
vudú,negativo
vulgar,anticipación
vulgar,confianza
vulgar,asco
vulgar,negativo
vulgaridad,enfado
vulgaridad,asco
vulgaridad,negativo
vulgaridad,tristeza
vulnerabilidad,miedo
vulnerabilidad,negativo
vulnerabilidad,tristeza
wen,negativo
whisky,negativo
wis,positivo
wop,enfado
wot,positivo
wot,confianza
xenofobia,miedo
xenofobia,negativo
zona de las calmas ecuatoriales,negativo
zona de las calmas ecuatoriales,tristeza
zoquete,negativo
zorra,negativo
zumbada,negativo
